time,wx,wy,wz
2020-12-08 8:57:25.4180,-0.04,-0.05,-0.15
2020-12-08 8:57:25.4360,-0.93,0.31,0.15
2020-12-08 8:57:25.4400,-1.64,0.38,0.23
2020-12-08 8:57:25.4550,-2.18,0.25,0.13
2020-12-08 8:57:25.4590,-2.57,0.07,-0.08
2020-12-08 8:57:25.4750,-2.84,-0.03,-0.32
2020-12-08 8:57:25.4780,-3.04,-0.04,-0.5
2020-12-08 8:57:25.4950,-3.24,-0.03,-0.61
2020-12-08 8:57:25.5030,-3.45,-0.08,-0.68
2020-12-08 8:57:25.5160,-3.47,-0.19,-0.65
2020-12-08 8:57:25.5180,-3.25,-0.48,-0.53
2020-12-08 8:57:25.5350,-2.85,-1.03,-0.43
2020-12-08 8:57:25.5400,-2.35,-1.68,-0.37
2020-12-08 8:57:25.5550,-1.76,-2.13,-0.41
2020-12-08 8:57:25.5590,-1.23,-2.15,-0.52
2020-12-08 8:57:25.5750,-0.83,-1.76,-0.67
2020-12-08 8:57:25.5790,-0.48,-0.99,-0.8
2020-12-08 8:57:25.5950,-0.0,-0.19,-0.95
2020-12-08 8:57:25.5990,0.74,-0.09,-1.01
2020-12-08 8:57:25.6160,1.72,-0.8,-0.94
2020-12-08 8:57:25.6210,2.56,-2.23,-0.8
2020-12-08 8:57:25.6350,3.14,-3.88,-0.58
2020-12-08 8:57:25.6400,3.44,-5.21,-0.33
2020-12-08 8:57:25.6550,3.42,-5.8,-0.07
2020-12-08 8:57:25.6600,3.04,-5.63,0.24
2020-12-08 8:57:25.6750,2.31,-4.89,0.51
2020-12-08 8:57:25.6790,1.43,-3.84,0.61
2020-12-08 8:57:25.6950,0.65,-2.85,0.5
2020-12-08 8:57:25.7030,0.09,-2.09,0.21
2020-12-08 8:57:25.7150,-0.25,-1.59,-0.19
2020-12-08 8:57:25.7180,-0.42,-1.26,-0.64
2020-12-08 8:57:25.7350,-0.4,-1.11,-1.07
2020-12-08 8:57:25.7390,-0.15,-1.13,-1.37
2020-12-08 8:57:25.7550,0.33,-1.27,-1.52
2020-12-08 8:57:25.7580,0.89,-1.45,-1.54
2020-12-08 8:57:25.7750,1.46,-1.54,-1.49
2020-12-08 8:57:25.7780,2.03,-1.53,-1.36
2020-12-08 8:57:25.7950,2.46,-1.48,-1.2
2020-12-08 8:57:25.8030,2.58,-1.47,-0.98
2020-12-08 8:57:25.8150,2.27,-1.59,-0.73
2020-12-08 8:57:25.8180,1.6,-1.86,-0.46
2020-12-08 8:57:25.8350,0.64,-2.12,-0.14
2020-12-08 8:57:25.8390,-0.45,-2.29,0.18
2020-12-08 8:57:25.8550,-1.57,-2.26,0.38
2020-12-08 8:57:25.8580,-2.49,-1.98,0.42
2020-12-08 8:57:25.8750,-3.2,-1.57,0.32
2020-12-08 8:57:25.8780,-3.78,-1.2,0.12
2020-12-08 8:57:25.8950,-4.23,-0.93,-0.09
2020-12-08 8:57:25.9040,-4.52,-0.72,-0.19
2020-12-08 8:57:25.9160,-4.59,-0.62,-0.24
2020-12-08 8:57:25.9180,-4.39,-0.67,-0.21
2020-12-08 8:57:25.9350,-3.94,-0.78,-0.15
2020-12-08 8:57:25.9390,-3.25,-0.98,-0.14
2020-12-08 8:57:25.9550,-2.34,-1.31,-0.27
2020-12-08 8:57:25.9580,-1.3,-1.77,-0.6
2020-12-08 8:57:25.9750,-0.18,-2.12,-1.03
2020-12-08 8:57:25.9800,0.98,-2.36,-1.45
2020-12-08 8:57:25.9950,1.92,-2.85,-1.7
2020-12-08 8:57:25.9990,2.51,-3.65,-1.58
2020-12-08 8:57:26.0160,2.46,-4.63,-1.07
2020-12-08 8:57:26.0200,1.93,-5.23,-0.45
2020-12-08 8:57:26.0350,1.43,-5.13,-0.05
2020-12-08 8:57:26.0400,1.22,-4.6,0.16
2020-12-08 8:57:26.0550,1.22,-3.93,0.33
2020-12-08 8:57:26.0580,1.34,-3.24,0.5
2020-12-08 8:57:26.0760,1.36,-1.85,0.67
2020-12-08 8:57:26.0790,1.36,-1.85,0.67
2020-12-08 8:57:26.1080,0.73,-0.56,0.45
2020-12-08 8:57:26.1090,0.73,-0.56,0.45
2020-12-08 8:57:26.1160,0.55,-0.09,0.26
2020-12-08 8:57:26.1180,0.56,0.11,0.05
2020-12-08 8:57:26.1370,0.78,0.18,-0.15
2020-12-08 8:57:26.1400,1.19,0.29,-0.27
2020-12-08 8:57:26.1560,2.13,0.73,-0.23
2020-12-08 8:57:26.1590,2.13,0.73,-0.23
2020-12-08 8:57:26.1760,2.72,1.01,0.05
2020-12-08 8:57:26.1790,2.72,1.01,0.05
2020-12-08 8:57:26.2080,2.4,0.97,0.32
2020-12-08 8:57:26.2080,2.4,0.97,0.32
2020-12-08 8:57:26.2160,0.95,0.7,0.38
2020-12-08 8:57:26.2190,0.95,0.7,0.38
2020-12-08 8:57:26.2370,-0.08,0.61,0.37
2020-12-08 8:57:26.2400,-1.1,0.75,0.32
2020-12-08 8:57:26.2560,-2.76,1.5,0.22
2020-12-08 8:57:26.2590,-2.76,1.5,0.22
2020-12-08 8:57:26.2760,-3.68,1.94,0.46
2020-12-08 8:57:26.2790,-3.68,1.94,0.46
2020-12-08 8:57:26.3120,-3.13,1.22,1.03
2020-12-08 8:57:26.3120,-3.13,1.22,1.03
2020-12-08 8:57:26.3160,-2.08,0.06,1.01
2020-12-08 8:57:26.3190,-2.08,0.06,1.01
2020-12-08 8:57:26.3370,-1.77,-0.22,0.74
2020-12-08 8:57:26.3410,-1.58,-0.34,0.5
2020-12-08 8:57:26.3560,-0.92,-0.57,0.23
2020-12-08 8:57:26.3590,-0.92,-0.57,0.23
2020-12-08 8:57:26.3780,0.04,-1.53,0.26
2020-12-08 8:57:26.3810,0.04,-1.53,0.26
2020-12-08 8:57:26.3980,-0.08,-2.47,0.86
2020-12-08 8:57:26.3980,-0.08,-2.47,0.86
2020-12-08 8:57:26.4190,-1.14,-1.54,1.42
2020-12-08 8:57:26.4230,-1.14,-1.54,1.42
2020-12-08 8:57:26.4390,-2.04,0.27,1.13
2020-12-08 8:57:26.4430,-2.04,0.27,1.13
2020-12-08 8:57:26.4560,-2.14,1.0,0.86
2020-12-08 8:57:26.4590,-1.98,1.52,0.62
2020-12-08 8:57:26.4760,-1.56,1.77,0.41
2020-12-08 8:57:26.4780,-0.92,1.8,0.25
2020-12-08 8:57:26.5050,0.83,1.31,0.12
2020-12-08 8:57:26.5060,0.83,1.31,0.12
2020-12-08 8:57:26.5160,1.76,0.99,0.11
2020-12-08 8:57:26.5180,2.59,0.8,0.12
2020-12-08 8:57:26.5370,3.21,0.72,0.1
2020-12-08 8:57:26.5410,3.6,0.71,0.04
2020-12-08 8:57:26.5560,3.68,0.75,-0.22
2020-12-08 8:57:26.5590,3.68,0.75,-0.22
2020-12-08 8:57:26.5760,2.96,0.74,-0.6
2020-12-08 8:57:26.5790,2.96,0.74,-0.6
2020-12-08 8:57:26.6080,1.68,0.61,-0.93
2020-12-08 8:57:26.6080,1.68,0.61,-0.93
2020-12-08 8:57:26.6160,0.29,0.8,-0.96
2020-12-08 8:57:26.6180,0.29,0.8,-0.96
2020-12-08 8:57:26.6370,-0.36,0.97,-0.9
2020-12-08 8:57:26.6410,-0.95,1.0,-0.85
2020-12-08 8:57:26.6560,-1.93,0.73,-0.98
2020-12-08 8:57:26.6590,-1.93,0.73,-0.98
2020-12-08 8:57:26.6760,-2.47,0.36,-1.01
2020-12-08 8:57:26.6790,-2.47,0.36,-1.01
2020-12-08 8:57:26.7110,-2.39,0.17,-0.63
2020-12-08 8:57:26.7120,-2.39,0.17,-0.63
2020-12-08 8:57:26.7160,-1.79,0.45,-0.74
2020-12-08 8:57:26.7190,-1.79,0.45,-0.74
2020-12-08 8:57:26.7370,-1.37,0.27,-1.12
2020-12-08 8:57:26.7410,-0.98,-0.26,-1.6
2020-12-08 8:57:26.7560,-0.09,-1.89,-1.37
2020-12-08 8:57:26.7590,-0.09,-1.89,-1.37
2020-12-08 8:57:26.7780,-1.38,-3.21,0.65
2020-12-08 8:57:26.7780,-1.38,-3.21,0.65
2020-12-08 8:57:26.8170,-3.46,-1.48,1.86
2020-12-08 8:57:26.8170,-3.46,-1.48,1.86
2020-12-08 8:57:26.8220,-3.52,-1.04,2.15
2020-12-08 8:57:26.8270,-2.89,-1.22,2.34
2020-12-08 8:57:26.8370,-1.92,-1.71,2.26
2020-12-08 8:57:26.8400,-0.82,-2.03,1.8
2020-12-08 8:57:26.8560,1.07,-1.59,0.71
2020-12-08 8:57:26.8580,1.07,-1.59,0.71
2020-12-08 8:57:26.8760,2.22,-0.47,0.1
2020-12-08 8:57:26.8790,2.22,-0.47,0.1
2020-12-08 8:57:26.9080,2.76,0.3,-0.32
2020-12-08 8:57:26.9080,2.76,0.3,-0.32
2020-12-08 8:57:26.9170,2.95,0.6,-0.69
2020-12-08 8:57:26.9200,2.95,0.6,-0.69
2020-12-08 8:57:26.9370,3.08,0.46,-0.84
2020-12-08 8:57:26.9400,3.23,0.2,-0.98
2020-12-08 8:57:26.9560,3.32,-0.14,-1.12
2020-12-08 8:57:26.9590,3.32,-0.14,-1.12
2020-12-08 8:57:26.9760,2.55,-0.31,-1.04
2020-12-08 8:57:26.9790,2.55,-0.31,-1.04
2020-12-08 8:57:27.0080,0.96,-0.05,-0.82
2020-12-08 8:57:27.0080,0.96,-0.05,-0.82
2020-12-08 8:57:27.0170,-0.67,0.71,-0.51
2020-12-08 8:57:27.0200,-0.67,0.71,-0.51
2020-12-08 8:57:27.0360,-1.32,1.11,-0.37
2020-12-08 8:57:27.0400,-1.85,1.41,-0.28
2020-12-08 8:57:27.0560,-2.33,1.34,-0.22
2020-12-08 8:57:27.0590,-2.33,1.34,-0.22
2020-12-08 8:57:27.0760,-2.03,0.38,-0.08
2020-12-08 8:57:27.0790,-2.03,0.38,-0.08
2020-12-08 8:57:27.1110,-1.51,-0.53,0.12
2020-12-08 8:57:27.1110,-1.51,-0.53,0.12
2020-12-08 8:57:27.1160,-1.93,-0.21,-0.08
2020-12-08 8:57:27.1180,-1.93,-0.21,-0.08
2020-12-08 8:57:27.1380,-3.09,1.08,-0.76
2020-12-08 8:57:27.1430,-3.09,1.08,-0.76
2020-12-08 8:57:27.1580,-3.39,1.4,-0.59
2020-12-08 8:57:27.1610,-3.39,1.4,-0.59
2020-12-08 8:57:27.1790,-2.47,0.9,-0.12
2020-12-08 8:57:27.1830,-2.47,0.9,-0.12
2020-12-08 8:57:27.2130,-0.41,0.01,0.33
2020-12-08 8:57:27.2130,-0.41,0.01,0.33
2020-12-08 8:57:27.2190,2.03,-1.71,1.39
2020-12-08 8:57:27.2200,2.03,-1.71,1.39
2020-12-08 8:57:27.2360,2.98,-2.32,1.71
2020-12-08 8:57:27.2400,3.55,-2.59,1.68
2020-12-08 8:57:27.2560,3.68,-2.07,0.85
2020-12-08 8:57:27.2590,3.68,-2.07,0.85
2020-12-08 8:57:27.2760,2.9,-0.39,-0.51
2020-12-08 8:57:27.2790,2.9,-0.39,-0.51
2020-12-08 8:57:27.3110,1.96,1.12,-1.25
2020-12-08 8:57:27.3110,1.96,1.12,-1.25
2020-12-08 8:57:27.3160,1.69,1.79,-1.26
2020-12-08 8:57:27.3180,1.69,1.79,-1.26
2020-12-08 8:57:27.3360,1.9,1.68,-1.12
2020-12-08 8:57:27.3400,2.22,1.21,-0.96
2020-12-08 8:57:27.3560,2.69,-0.16,-0.61
2020-12-08 8:57:27.3590,2.69,-0.16,-0.61
2020-12-08 8:57:27.3760,2.27,-0.76,-0.52
2020-12-08 8:57:27.3800,2.27,-0.76,-0.52
2020-12-08 8:57:27.4110,1.13,-0.36,-0.65
2020-12-08 8:57:27.4110,1.13,-0.36,-0.65
2020-12-08 8:57:27.4160,0.01,0.24,-0.63
2020-12-08 8:57:27.4180,0.01,0.24,-0.63
2020-12-08 8:57:27.4360,-0.34,0.28,-0.59
2020-12-08 8:57:27.4410,-0.58,0.16,-0.54
2020-12-08 8:57:27.4560,-0.85,-0.32,-0.3
2020-12-08 8:57:27.4600,-0.85,-0.32,-0.3
2020-12-08 8:57:27.4760,-1.27,-0.47,-0.08
2020-12-08 8:57:27.4800,-1.27,-0.47,-0.08
2020-12-08 8:57:27.5100,-2.12,0.3,-0.14
2020-12-08 8:57:27.5110,-2.12,0.3,-0.14
2020-12-08 8:57:27.5160,-3.2,1.29,-0.06
2020-12-08 8:57:27.5180,-3.2,1.29,-0.06
2020-12-08 8:57:27.5370,-3.54,1.61,-0.14
2020-12-08 8:57:27.5420,-3.51,1.74,-0.3
2020-12-08 8:57:27.5580,-2.2,1.15,-0.33
2020-12-08 8:57:27.5620,-2.2,1.15,-0.33
2020-12-08 8:57:27.5790,-0.64,-0.76,0.79
2020-12-08 8:57:27.5830,-0.64,-0.76,0.79
2020-12-08 8:57:27.6160,0.39,-1.81,2.35
2020-12-08 8:57:27.6160,0.39,-1.81,2.35
2020-12-08 8:57:27.6200,1.95,-2.24,2.83
2020-12-08 8:57:27.6210,1.95,-2.24,2.83
2020-12-08 8:57:27.6390,3.99,-2.7,0.89
2020-12-08 8:57:27.6440,3.99,-2.7,0.89
2020-12-08 8:57:27.6560,5.63,-3.7,-1.74
2020-12-08 8:57:27.6590,5.63,-3.7,-1.74
2020-12-08 8:57:27.6760,5.08,-4.68,-3.22
2020-12-08 8:57:27.6790,5.08,-4.68,-3.22
2020-12-08 8:57:27.7070,2.1,-4.15,-3.77
2020-12-08 8:57:27.7080,2.1,-4.15,-3.77
2020-12-08 8:57:27.7160,-1.23,-2.13,-4.14
2020-12-08 8:57:27.7190,-1.23,-2.13,-4.14
2020-12-08 8:57:27.7380,-2.46,-1.26,-4.43
2020-12-08 8:57:27.7420,-3.09,-0.76,-4.79
2020-12-08 8:57:27.7560,-1.94,-0.48,-5.15
2020-12-08 8:57:27.7590,-1.94,-0.48,-5.15
2020-12-08 8:57:27.7760,0.05,-0.2,-4.6
2020-12-08 8:57:27.7800,0.05,-0.2,-4.6
2020-12-08 8:57:27.8070,0.08,-0.07,-3.21
2020-12-08 8:57:27.8080,0.08,-0.07,-3.21
2020-12-08 8:57:27.8160,-2.25,0.75,-1.32
2020-12-08 8:57:27.8190,-2.25,0.75,-1.32
2020-12-08 8:57:27.8370,-3.68,1.34,-0.32
2020-12-08 8:57:27.8410,-4.97,1.81,0.7
2020-12-08 8:57:27.8570,-6.75,2.84,2.93
2020-12-08 8:57:27.8600,-6.75,2.84,2.93
2020-12-08 8:57:27.8760,-7.52,3.28,5.18
2020-12-08 8:57:27.8800,-7.52,3.28,5.18
2020-12-08 8:57:27.9080,-6.83,2.05,6.66
2020-12-08 8:57:27.9080,-6.83,2.05,6.66
2020-12-08 8:57:27.9170,-4.8,0.52,6.34
2020-12-08 8:57:27.9190,-4.8,0.52,6.34
2020-12-08 8:57:27.9390,-3.86,0.83,4.56
2020-12-08 8:57:27.9430,-3.86,0.83,4.56
2020-12-08 8:57:27.9580,-3.2,1.92,2.33
2020-12-08 8:57:27.9610,-3.2,1.92,2.33
2020-12-08 8:57:27.9790,-0.71,1.18,0.33
2020-12-08 8:57:27.9820,-0.71,1.18,0.33
2020-12-08 8:57:28.0110,1.43,0.03,-1.04
2020-12-08 8:57:28.0120,1.43,0.03,-1.04
2020-12-08 8:57:28.0180,2.12,0.51,-1.63
2020-12-08 8:57:28.0210,2.12,0.51,-1.63
2020-12-08 8:57:28.0370,2.23,1.05,-1.72
2020-12-08 8:57:28.0410,2.37,1.59,-1.77
2020-12-08 8:57:28.0570,2.8,2.37,-1.9
2020-12-08 8:57:28.0600,2.8,2.37,-1.9
2020-12-08 8:57:28.0760,3.12,2.63,-2.05
2020-12-08 8:57:28.0800,3.51,2.77,-2.25
2020-12-08 8:57:28.1100,4.35,2.78,-2.64
2020-12-08 8:57:28.1110,4.35,2.78,-2.64
2020-12-08 8:57:28.1170,4.86,2.49,-2.64
2020-12-08 8:57:28.1190,4.86,2.49,-2.64
2020-12-08 8:57:28.1370,4.82,2.38,-2.54
2020-12-08 8:57:28.1410,4.66,2.31,-2.28
2020-12-08 8:57:28.1570,4.13,1.55,-1.23
2020-12-08 8:57:28.1610,4.13,1.55,-1.23
2020-12-08 8:57:28.1770,3.74,0.82,-0.59
2020-12-08 8:57:28.1810,3.15,0.1,-0.01
2020-12-08 8:57:28.2100,1.17,-0.27,0.77
2020-12-08 8:57:28.2110,1.17,-0.27,0.77
2020-12-08 8:57:28.2170,-1.24,0.64,1.15
2020-12-08 8:57:28.2190,-1.24,0.64,1.15
2020-12-08 8:57:28.2380,-2.21,1.15,1.21
2020-12-08 8:57:28.2430,-2.84,1.38,1.26
2020-12-08 8:57:28.2570,-3.1,1.03,1.56
2020-12-08 8:57:28.2600,-3.1,1.03,1.56
2020-12-08 8:57:28.2760,-2.4,0.71,2.01
2020-12-08 8:57:28.2760,-2.4,0.71,2.01
2020-12-08 8:57:28.3100,-1.81,0.58,2.0
2020-12-08 8:57:28.3110,-1.81,0.58,2.0
2020-12-08 8:57:28.3170,-1.59,0.54,1.51
2020-12-08 8:57:28.3190,-1.59,0.54,1.51
2020-12-08 8:57:28.3390,-1.18,0.58,1.19
2020-12-08 8:57:28.3430,-0.53,0.52,0.89
2020-12-08 8:57:28.3580,0.96,0.05,0.51
2020-12-08 8:57:28.3610,0.96,0.05,0.51
2020-12-08 8:57:28.3780,1.79,-0.59,0.35
2020-12-08 8:57:28.3800,1.79,-0.59,0.35
2020-12-08 8:57:28.4120,1.42,-1.48,0.57
2020-12-08 8:57:28.4130,1.42,-1.48,0.57
2020-12-08 8:57:28.4170,0.68,-1.17,1.18
2020-12-08 8:57:28.4170,0.68,-1.17,1.18
2020-12-08 8:57:28.4370,0.08,0.31,1.37
2020-12-08 8:57:28.4400,0.08,0.31,1.37
2020-12-08 8:57:28.4570,-0.25,1.14,1.06
2020-12-08 8:57:28.4610,-0.25,1.14,1.06
2020-12-08 8:57:28.4770,-0.26,1.12,0.8
2020-12-08 8:57:28.4800,-0.26,1.12,0.8
2020-12-08 8:57:28.5070,-0.05,0.93,0.76
2020-12-08 8:57:28.5080,-0.05,0.93,0.76
2020-12-08 8:57:28.5170,0.23,0.85,0.82
2020-12-08 8:57:28.5190,0.23,0.85,0.82
2020-12-08 8:57:28.5380,0.32,0.81,0.84
2020-12-08 8:57:28.5410,0.31,0.77,0.85
2020-12-08 8:57:28.5570,-0.06,0.42,0.74
2020-12-08 8:57:28.5600,-0.06,0.42,0.74
2020-12-08 8:57:28.5770,-0.75,0.08,0.43
2020-12-08 8:57:28.5810,-0.75,0.08,0.43
2020-12-08 8:57:28.6100,-1.28,0.19,0.08
2020-12-08 8:57:28.6110,-1.28,0.19,0.08
2020-12-08 8:57:28.6170,-1.07,0.46,-0.32
2020-12-08 8:57:28.6200,-1.07,0.46,-0.32
2020-12-08 8:57:28.6380,-0.79,0.55,-0.51
2020-12-08 8:57:28.6440,-0.52,0.76,-0.67
2020-12-08 8:57:28.6570,-0.41,1.31,-0.85
2020-12-08 8:57:28.6600,-0.41,1.31,-0.85
2020-12-08 8:57:28.6770,-0.7,1.0,-0.95
2020-12-08 8:57:28.6800,-0.7,1.0,-0.95
2020-12-08 8:57:28.7100,-1.02,0.03,-0.98
2020-12-08 8:57:28.7110,-1.02,0.03,-0.98
2020-12-08 8:57:28.7170,-1.11,-0.13,-0.53
2020-12-08 8:57:28.7200,-1.11,-0.13,-0.53
2020-12-08 8:57:28.7380,-0.65,0.5,0.02
2020-12-08 8:57:28.7410,0.01,1.35,0.58
2020-12-08 8:57:28.7570,1.26,1.52,1.19
2020-12-08 8:57:28.7600,1.26,1.52,1.19
2020-12-08 8:57:28.7780,1.75,0.02,1.13
2020-12-08 8:57:28.7780,1.75,0.02,1.13
2020-12-08 8:57:28.8150,1.32,-1.8,1.07
2020-12-08 8:57:28.8160,0.88,-1.99,1.2
2020-12-08 8:57:28.8190,0.35,-1.74,1.4
2020-12-08 8:57:28.8200,0.35,-1.74,1.4
2020-12-08 8:57:28.8380,-0.23,-1.18,1.6
2020-12-08 8:57:28.8410,-0.77,-0.44,1.71
2020-12-08 8:57:28.8570,-1.43,0.98,1.55
2020-12-08 8:57:28.8600,-1.43,0.98,1.55
2020-12-08 8:57:28.8770,-0.98,1.97,1.07
2020-12-08 8:57:28.8810,-0.98,1.97,1.07
2020-12-08 8:57:28.9110,0.67,2.07,0.58
2020-12-08 8:57:28.9110,0.67,2.07,0.58
2020-12-08 8:57:28.9160,2.63,1.09,0.05
2020-12-08 8:57:28.9190,2.63,1.09,0.05
2020-12-08 8:57:28.9370,3.66,-0.35,-0.5
2020-12-08 8:57:28.9400,3.66,-0.35,-0.5
2020-12-08 8:57:28.9570,3.56,-1.55,-0.82
2020-12-08 8:57:28.9630,3.56,-1.55,-0.82
2020-12-08 8:57:28.9770,2.66,-1.88,-0.86
2020-12-08 8:57:28.9810,2.66,-1.88,-0.86
2020-12-08 8:57:29.0100,0.65,-1.17,-0.78
2020-12-08 8:57:29.0110,0.65,-1.17,-0.78
2020-12-08 8:57:29.0180,-1.5,0.31,-0.77
2020-12-08 8:57:29.0220,-1.5,0.31,-0.77
2020-12-08 8:57:29.0380,-2.34,1.21,-0.79
2020-12-08 8:57:29.0430,-2.93,1.92,-0.78
2020-12-08 8:57:29.0570,-3.43,2.67,-0.58
2020-12-08 8:57:29.0600,-3.43,2.67,-0.58
2020-12-08 8:57:29.0770,-2.83,2.28,0.18
2020-12-08 8:57:29.0810,-2.83,2.28,0.18
2020-12-08 8:57:29.1110,-1.57,0.11,1.11
2020-12-08 8:57:29.1110,-1.57,0.11,1.11
2020-12-08 8:57:29.1170,0.16,-2.17,1.2
2020-12-08 8:57:29.1200,0.16,-2.17,1.2
2020-12-08 8:57:29.1380,1.22,-2.63,0.93
2020-12-08 8:57:29.1430,2.22,-2.71,0.68
2020-12-08 8:57:29.1570,3.01,-2.55,0.72
2020-12-08 8:57:29.1580,3.01,-2.55,0.72
2020-12-08 8:57:29.1770,1.64,-2.27,1.2
2020-12-08 8:57:29.1780,1.64,-2.27,1.2
2020-12-08 8:57:29.2120,0.54,-1.74,1.16
2020-12-08 8:57:29.2130,0.54,-1.74,1.16
2020-12-08 8:57:29.2170,0.68,-1.4,0.85
2020-12-08 8:57:29.2190,1.1,-1.14,0.59
2020-12-08 8:57:29.2360,1.93,-0.48,0.03
2020-12-08 8:57:29.2370,1.93,-0.48,0.03
2020-12-08 8:57:29.2570,1.88,0.55,-0.63
2020-12-08 8:57:29.2600,1.88,0.55,-0.63
2020-12-08 8:57:29.2770,0.94,1.58,-1.14
2020-12-08 8:57:29.2810,0.94,1.58,-1.14
2020-12-08 8:57:29.3080,0.2,1.97,-1.25
2020-12-08 8:57:29.3090,0.2,1.97,-1.25
2020-12-08 8:57:29.3170,0.24,1.32,-1.18
2020-12-08 8:57:29.3200,0.24,1.32,-1.18
2020-12-08 8:57:29.3380,0.47,0.78,-1.04
2020-12-08 8:57:29.3420,0.64,0.28,-0.81
2020-12-08 8:57:29.3570,0.49,-0.29,-0.16
2020-12-08 8:57:29.3600,0.49,-0.29,-0.16
2020-12-08 8:57:29.3770,-0.32,-0.23,0.33
2020-12-08 8:57:29.3800,-0.32,-0.23,0.33
2020-12-08 8:57:29.4090,-1.45,0.03,0.47
2020-12-08 8:57:29.4100,-1.45,0.03,0.47
2020-12-08 8:57:29.4180,-2.77,0.48,0.45
2020-12-08 8:57:29.4200,-2.77,0.48,0.45
2020-12-08 8:57:29.4380,-3.42,0.78,0.39
2020-12-08 8:57:29.4420,-3.99,1.25,0.38
2020-12-08 8:57:29.4570,-4.43,2.49,0.89
2020-12-08 8:57:29.4600,-4.43,2.49,0.89
2020-12-08 8:57:29.4780,-3.62,2.21,1.98
2020-12-08 8:57:29.4820,-3.62,2.21,1.98
2020-12-08 8:57:29.5120,-1.75,0.31,2.02
2020-12-08 8:57:29.5120,-1.75,0.31,2.02
2020-12-08 8:57:29.5180,1.1,-1.04,1.56
2020-12-08 8:57:29.5200,1.1,-1.04,1.56
2020-12-08 8:57:29.5380,3.5,-0.61,1.39
2020-12-08 8:57:29.5420,3.5,-0.61,1.39
2020-12-08 8:57:29.5590,4.02,-0.3,1.26
2020-12-08 8:57:29.5640,4.2,-0.17,1.04
2020-12-08 8:57:29.5770,4.06,-0.36,0.42
2020-12-08 8:57:29.5800,4.06,-0.36,0.42
2020-12-08 8:57:29.6110,3.6,-0.44,-0.12
2020-12-08 8:57:29.6110,3.6,-0.44,-0.12
2020-12-08 8:57:29.6170,2.77,0.1,-0.48
2020-12-08 8:57:29.6200,2.77,0.1,-0.48
2020-12-08 8:57:29.6380,2.21,0.71,-0.7
2020-12-08 8:57:29.6420,1.67,1.49,-0.98
2020-12-08 8:57:29.6580,1.05,2.79,-1.68
2020-12-08 8:57:29.6610,1.05,2.79,-1.68
2020-12-08 8:57:29.6780,1.13,2.67,-2.0
2020-12-08 8:57:29.6820,1.13,2.67,-2.0
2020-12-08 8:57:29.7120,1.3,1.36,-1.38
2020-12-08 8:57:29.7130,1.3,1.36,-1.38
2020-12-08 8:57:29.7190,1.16,0.85,-0.78
2020-12-08 8:57:29.7290,0.75,0.59,-0.13
2020-12-08 8:57:29.7380,0.12,0.64,0.43
2020-12-08 8:57:29.7410,-0.67,0.89,0.77
2020-12-08 8:57:29.7570,-1.51,1.66,0.81
2020-12-08 8:57:29.7600,-2.31,1.66,0.81
2020-12-08 8:57:29.7780,-3.72,2.09,0.64
2020-12-08 8:57:29.7810,-3.72,2.09,0.64
2020-12-08 8:57:29.8070,-4.72,2.13,0.87
2020-12-08 8:57:29.8070,-4.72,2.13,0.87
2020-12-08 8:57:29.8180,-4.73,2.02,1.09
2020-12-08 8:57:29.8200,-4.37,1.74,1.31
2020-12-08 8:57:29.8380,-3.78,1.31,1.5
2020-12-08 8:57:29.8420,-3.06,0.9,1.65
2020-12-08 8:57:29.8580,-1.47,0.4,1.85
2020-12-08 8:57:29.8610,-1.47,0.4,1.85
2020-12-08 8:57:29.8780,-0.0,0.32,1.87
2020-12-08 8:57:29.8810,-0.0,0.32,1.87
2020-12-08 8:57:29.9120,1.25,0.43,1.72
2020-12-08 8:57:29.9120,1.25,0.43,1.72
2020-12-08 8:57:29.9170,1.81,0.5,1.35
2020-12-08 8:57:29.9200,2.39,0.65,0.82
2020-12-08 8:57:29.9370,2.93,0.9,0.29
2020-12-08 8:57:29.9400,3.39,1.16,-0.11
2020-12-08 8:57:29.9570,3.69,1.38,-0.53
2020-12-08 8:57:29.9600,3.69,1.38,-0.53
2020-12-08 8:57:29.9770,2.76,1.31,-0.6
2020-12-08 8:57:29.9800,2.76,1.31,-0.6
2020-12-08 8:57:30.0080,1.54,1.76,-0.55
2020-12-08 8:57:30.0080,1.54,1.76,-0.55
2020-12-08 8:57:30.0180,1.12,2.14,-0.51
2020-12-08 8:57:30.0200,0.8,2.58,-0.5
2020-12-08 8:57:30.0380,0.62,3.07,-0.49
2020-12-08 8:57:30.0420,0.58,3.55,-0.46
2020-12-08 8:57:30.0580,0.59,4.18,-0.23
2020-12-08 8:57:30.0610,0.59,4.18,-0.23
2020-12-08 8:57:30.0780,0.55,3.67,0.16
2020-12-08 8:57:30.0810,0.55,3.67,0.16
2020-12-08 8:57:30.1060,0.5,2.14,0.54
2020-12-08 8:57:30.1070,0.5,2.14,0.54
2020-12-08 8:57:30.1180,0.23,0.88,0.86
2020-12-08 8:57:30.1200,0.23,0.88,0.86
2020-12-08 8:57:30.1380,-0.07,0.69,0.99
2020-12-08 8:57:30.1420,-0.5,0.76,1.11
2020-12-08 8:57:30.1580,-1.01,0.99,1.21
2020-12-08 8:57:30.1610,-1.65,1.14,1.24
